SubTask,Instruction,molecule
QED,Modify the molecule CCc1ccccc1NC(=O)C(C#N)=Cc1c(OCc2cc(C)cc(C)c2)ccc2ccccc12 to have a higher QED value.,CCNC(=O)C(C#N)=Cc1c(OCc2cc(C)cc(C)c2)ccc2ccccc12
LogP,Optimize the molecule O=C1OS(=O)(=O)OC1C(F)(F)F to have a lower LogP value.,O=C1OS(=O)(=O)OC1C(O)(F)F
MR,Modify the molecule O=C([O-])C(c1ccccc1)n1ccc2cccc(Cl)c21 to increase its MR value.,CC(=O)c1cccc2ccn(C(C(=O)[O-])c3ccccc3)c12
QED,Modify the molecule COc1ccc(Nc2ccc(NC(=O)c3cccc(Cl)c3)nn2)cc1Cl to have a higher QED value.,COc1ccc(-c2ccc(NC(=O)c3cccc(Cl)c3)nn2)cc1Cl
LogP,Modify the molecule Fc1cc(F)cc(NCC2CCC[NH2+]C2)c1 to have a lower LogP value.,Oc1cc(F)cc(NCC2CCC[NH2+]C2)c1
MR,Please optimize the molecule Cc1nc(N)sc1C(=O)NC(CCC(=O)[O-])C(=O)[O-] to have a higher MR value.,Nc1nc(CC(=O)O)c(C(=O)NC(CCC(=O)[O-])C(=O)[O-])s1
QED,Please modify the molecule COC(C)OC(=O)C(C)Nc1cc(NC(C)=O)ccc1Cl to decrease its QED value.,COC(C)OC(=O)C(C)Nc1cc(NC(C)=O)ccc1NO
LogP,Modify the molecule COc1ccc(C2CC2C(=O)NCCN2C(=O)CSC2=O)cc1 to decrease its LogP value.,COCC(CBr)NC(=O)CCc1cccc(-c2ccccc2)c1
MR,Modify the molecule Cc1ccc(NC(=O)C(C)(C)C(=O)N2CCCC2)cc1Br to have a lower MR value.,Cc1ccc(NC(=O)CCC2CCC2)cc1Br
QED,Please optimize the molecule COC(=O)Cc1c(C(F)F)[nH]cc(Cl)c1=O to have a lower QED value.,COC(=O)Cc1c(CF)[nH]cc(Cl)c1=O
LogP,Please modify the molecule COCC(CBr)NC(=O)CCc1ccccc1 to increase its LogP value.,COCC(CBr)NC(=O)CCc1cccc(-c2ccccc2)c1
MR,Optimize the molecule O=S(Nc1ccccc1Br)c1ccccc1 to have a higher MR value.,CC(=O)c1ccccc1NS(=O)c1ccccc1
QED,Optimize the molecule COc1c(C2(O)CCN(C(=O)OC(C)(C)C)CC2)cnc2c(-c3ccc(C#N)cc3)cccc12 to have a lower QED value.,COc1c(C2(O)CCN(C(=O)OC(C)(C)C)CC2c2ccccc2)cnc2c(-c3ccc(C#N)cc3)cccc12
LogP,Modify the molecule Cc1c(Cl)cccc1N(c1cccc(Cl)c1C)S(=O)(=O)c1cc(S(N)(=O)=O)c([O-])c2nc(N(C)C)ccc12 to increase its LogP value.,Cc1c(Cl)cccc1N(c1cccc(Cl)c1C)S(=O)(=O)c1cc([SH](=O)=O)c([O-])c2nc(N(C)C)ccc12
MR,Modify the molecule N#CCN(CC1Cc2ccccc21)C1CCCC1 to have a higher MR value.,ClCN(CC1Cc2ccccc21)C1CCCC1
QED,Modify the molecule CC(=CC=O)c1ccc2nc(C(C)C)c(C(C)C)nc2c1 to have a higher QED value.,CCc1ccc2nc(C(C)C)c(C(C)C)nc2c1
LogP,Please optimize the molecule c1ccc(-c2n[nH]nc2C[NH2+]C2CCCCCCC2)cc1 to have a lower LogP value.,O=c1[nH]c(SC(O)c2ccccc2)c2ccccc2c1Br
MR,Modify the molecule CCCC1CCC(CCc2ccc(C(F)(F)Oc3cc(F)c(OC(F)F)c(F)c3)cc2)CC1 to increase its MR value.,CC(CC1CCC(CCc2ccc(C(F)(F)Oc3cc(F)c(OC(F)F)c(F)c3)cc2)CC1)c1ccccc1
QED,Modify the molecule COc1ncc(C)cc1NC(=O)CC1CCOC1 to have a lower QED value.,COc1ncc(C)cc1C1CCOC1
LogP,Modify the molecule O=c1[nH]c(SCc2ccccc2)c2ccccc2c1Br to decrease its LogP value.,O=c1[nH]c(SC(O)c2ccccc2)c2ccccc2c1Br
MR,Modify the molecule CN(C)c1ccc(C=c2sc3n(c2=O)C(c2ccc(Br)cc2)C2=C(N=3)c3ccccc3CC2)cc1Br to decrease its MR value.,CN(C)c1ccc(C=c2sc3n(c2=O)C(c2ccc(O)cc2)C2=C(N=3)c3ccccc3CC2)cc1Br
QED,Modify the molecule Cc1ccnn1CCNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCOCC1 to decrease its QED value.,Cc1ccnn1C(CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCOCC1)c1ccccc1
LogP,Optimize the molecule Cc1ccc(Nc2cc(C(=O)Nc3cccc(Cl)c3)nc(C)n2)cc1 to have a lower LogP value.,Cc1ccc(Nc2cc(C(=O)Nc3cccc(O)c3)nc(C)n2)cc1
MR,Modify the molecule C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc(Cl)cc21 to decrease its MR value.,C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccccc21
QED,Please optimize the molecule CC[NH2+]C(CC)CCCOc1ccc(C(C)C)cc1 to have a lower QED value.,CC[NH2+]C(CC)CCCOC(C)C
LogP,Modify the molecule Cc1nc(Cl)c(N2CCc3ccccc3C2)nc1C to have a lower LogP value.,COc1ccc2nc3c4ccccc4[nH]cc-3c2c1
MR,Please modify the molecule CN1c2ccsc2C(=O)C(C(=O)Nc2cccc(C(F)(F)F)c2)S1(=O)=O to increase its MR value.,CN1c2ccsc2C(=O)C(C(=O)Nc2cccc(C(F)(F)C#N)c2)S1(=O)=O
QED,Modify the molecule C=CCn1c(C)nnc1SC(C)C(=O)Nc1ccc(C)c(F)c1 to increase its QED value.,C=CCn1c(C)nnc1SC(C)C(=O)Nc1ccc(C)cc1
LogP,Please optimize the molecule COc1ccc2nc3c4ccc(Cl)cc4[nH]cc-3c2c1 to have a lower LogP value.,N#COCC(=O)OCC(=O)N(Cc1ccccc1)Cc1ccccc1
MR,Modify the molecule [NH3+]Cc1c(F)cccc1Oc1cc(=O)[nH]c(C2CC2)n1 to increase its MR value.,CC(=O)CC1(C)C(O)C2=C(C1O)C(C)(O)C1(CC1)C(C)(O)C2=O
QED,Please optimize the molecule CN(C)C(=S)Oc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1 to have a lower QED value.,CN(C)C(=S)Oc1ccc(NO)cc1C(=O)Nc1ccc(Cl)cc1
LogP,Modify the molecule N#Cc1ccccc1OCC(=O)OCC(=O)N(Cc1ccccc1)Cc1ccccc1 to have a lower LogP value.,N#COCC(=O)OCC(=O)N(Cc1ccccc1)Cc1ccccc1
MR,Modify the molecule CC1(CO)C(O)C2=C(C1O)C(C)(O)C1(CC1)C(C)(O)C2=O to have a higher MR value.,CC(=O)CC1(C)C(O)C2=C(C1O)C(C)(O)C1(CC1)C(C)(O)C2=O
QED,Optimize the molecule CCN(Cc1ccc2c(c1)OCO2)C(=O)c1sc(-c2ccc(F)cc2)nc1C to have a higher QED value.,CCN(Cc1ccc2c(c1)OCO2)C(=O)c1sc(F)nc1C
LogP,Please optimize the molecule O=C1CC(c2ccc(F)cc2)CC2=C1C(c1ccco1)n1c(nc3ccccc31)N2 to have a higher LogP value.,CCCCNc1cc(OCC)ccc1[N+](=O)[O-]
MR,Please modify the molecule CSc1nnc(NC(=O)C=Cc2ccc(C(C)(C)C)cc2)s1 to decrease its MR value.,CSc1nnc(Cc2ccc(C(C)(C)C)cc2)s1
QED,Optimize the molecule O=C(C1CCN(c2ccc(-c3ccc(Cl)cc3)nn2)CC1)N1CCN(c2ccccc2F)CC1 to have a higher QED value.,Fc1ccccc1N1CCC2CN(c3ccc(-c4ccc(Cl)cc4)nn3)CC2CC1
LogP,Optimize the molecule CCOc1ccc([N+](=O)[O-])c(NCCCCBr)c1 to have a lower LogP value.,CCCCNc1cc(OCC)ccc1[N+](=O)[O-]
MR,Please modify the molecule CCOC(=O)COc1cccc(C(Cc2ccc(Cl)cc2)C(C)=O)c1 to decrease its MR value.,CCOC(=O)COC(Cc1ccc(Cl)cc1)C(C)=O
QED,Please optimize the molecule Clc1ccc(CSCCc2ccccn2)cc1 to have a lower QED value.,COc1ccc(CCS(=O)(=O)c2nnc(N)s2)cc1
LogP,Please optimize the molecule O=C([S-])SC(SCSC(SCS)SCSC(SC(=O)[S-])SC(=O)[S-])SC(=O)[S-] to have a lower LogP value.,O=C([S-])SC(SCSC(SCO)SCSC(SC(=O)[S-])SC(=O)[S-])SC(=O)[S-]
MR,Modify the molecule O=C(NN=Cc1ccc(O)c(Br)c1)c1ccc(-n2c(-c3ccccc3)ccc2-c2ccccc2)cc1 to decrease its MR value.,CCOCCN(C)C(=O)c1ccc2c(c1)NCC2
QED,Modify the molecule COc1ccc(CCNS(=O)(=O)c2nnc(N)s2)cc1 to increase its QED value.,COc1ccc(CCS(=O)(=O)c2nnc(N)s2)cc1
LogP,Please modify the molecule Cc1ccc2nc(C(C#N)=Cc3cc(C)n(-c4ccc(Cl)cc4Cl)c3C)[nH]c2c1 to decrease its LogP value.,Cc1ccc2nc(C(=Cc3cc(C)n(-c4ccc(Cl)cc4Cl)c3C)NO)[nH]c2c1
MR,Please modify the molecule CCOCCN(C)C(=O)c1ccc2c(c1)NCCN2 to decrease its MR value.,CCOCCN(C)C(=O)c1ccc2c(c1)NCC2
QED,Modify the molecule CCc1cnc(CNC(NCC(C)(C)SC)=[NH+]C)s1 to increase its QED value.,CCc1cnc(CNC(C)NCC(C)(C)SC)s1
LogP,Optimize the molecule CCC1Oc2ccc(N)nc2N(C(C)C(=O)Nc2ccc(Cl)cc2)C1=O to have a lower LogP value.,CCC1Oc2ccc(N)nc2N(C(C)C(=O)Nc2ccc(Cl)cc2C(=O)O)C1=O
MR,Modify the molecule Cc1oncc1C(=O)N1CCCC(C2=CN(Oc3cccc(F)c3)NO2)C1 to increase its MR value.,CC(=O)c1cccc(ON2C=C(C3CCCN(C(=O)c4cnoc4C)C3)ON2)c1
QED,Modify the molecule CCN(CC)C(=O)c1ccccc1NC(=O)c1c(-c2c(Cl)cccc2Cl)noc1C to have a lower QED value.,CCN(CC)C(=O)c1c(N)cccc1NC(=O)c1c(-c2c(Cl)cccc2Cl)noc1C
LogP,Modify the molecule CC1CC(CO[Si](C)(C)C(C)(C)C)C(O)O1 to decrease its LogP value.,CC(C)(C)[Si](C)(C)OCC1CC(CCC=O)OC1O
MR,Please modify the molecule COc1ccc(-c2nnc(SCc3noc(-c4ccccc4Cl)n3)o2)c(OC)c1 to increase its MR value.,N#CC(F)(F)C1CC(N)=[NH+]C1CC(O)Cc1nc(C(=O)[O-])co1
QED,Optimize the molecule Cc1ccccc1C(C)(O)c1ccc2[nH]ccc2c1 to have a lower QED value.,C[NH2+]COc1ncc(C(F)(F)F)cc1Cl
LogP,Please optimize the molecule COC(=O)C1=C(C(=O)OC)C(O[Si](C)(C)C(C)(C)C)c2c(OC)c(NC(C)(C)C)c3c(c2C1O[Si](C)(C)C(C)(C)C)CCCC3 to have a higher LogP value.,COc1cc(C)ccc1Oc1cc(S)c(Cl)cc1N
MR,Please modify the molecule NC1=[NH+]C(CC(O)Cc2nc(C(=O)[O-])co2)C(C(F)(F)F)C1 to increase its MR value.,N#CC(F)(F)C1CC(N)=[NH+]C1CC(O)Cc1nc(C(=O)[O-])co1
QED,Please modify the molecule C[NH2+]Cc1cccc(Oc2ncc(C(F)(F)F)cc2Cl)c1 to decrease its QED value.,CCC1CCN(C(=O)Nc2ccc(Cl)cc2C)C1
LogP,Please modify the molecule COc1cc(C)ccc1Oc1cc(F)c(Cl)cc1N to increase its LogP value.,CC(C)=CCOc1ccc(C(=O)C=Cc2ccco2)c(C(=O)[OH])c1
MR,Please optimize the molecule CCC1CCC(N(C)CCC#N)CC1 to have a higher MR value.,CCC1CCC(c2ccccc2)(N(C)CCC#N)CC1
QED,Please modify the molecule Cc1cc(Cl)ccc1NC(=O)N1CCN(C(=O)C2CC2)CC1 to decrease its QED value.,CCC1CCN(C(=O)Nc2ccc(Cl)cc2C)C1
LogP,Modify the molecule CC(C)=CCOc1ccc(C(=O)C=Cc2ccco2)c(O)c1 to have a lower LogP value.,CC(C)=CCOc1ccc(C(=O)C=Cc2ccco2)c(C(=O)[OH])c1
MR,Modify the molecule Cn1c(-c2ccc3c(c2)C[NH2+]C3)nc2cc(Br)ccc21 to increase its MR value.,CCC(C)Oc1nc(Cl)nc2c1SC(N)C2
QED,Please optimize the molecule CCCC1(C(=O)[O-])CC[NH+](Cc2ccc(F)cc2C#N)C1 to have a lower QED value.,CCCC1(C(=O)[O-])CC[NH+](Cc2ccc(F)cc2)C1
LogP,Please optimize the molecule Cc1cccc(NC(=O)C[NH+](CCO)CCCO)c1C to have a lower LogP value.,CN(CCC1CC1)S(=O)(=O)Cc1cccc2cccnc12
MR,Modify the molecule CCC(C)Oc1nc(Cl)nc2c1SCC2 to have a higher MR value.,CCC(C)Oc1nc(Cl)nc2c1SC(N)C2
QED,Modify the molecule CC(C)(C)c1ccc(-c2noc(CSc3nc4ccccc4c(=O)n3Cc3ccc(Cl)cc3)n2)cc1 to increase its QED value.,Cc1ccc(C)c(C=C(C(=O)[OH])C(=O)NC2CC2)c1
LogP,Modify the molecule CN(CC(O)C1CC1)S(=O)(=O)Cc1cccc2cccnc12 to have a higher LogP value.,CN(CCC1CC1)S(=O)(=O)Cc1cccc2cccnc12
MR,Optimize the molecule Cc1nc(Sc2c(F)cc(C(N)=[NH+]O)cc2F)n[nH]1 to have a higher MR value.,O=C(NC(Cc1ccc(-c2ccccc2)cc1)CC(CO)C(=O)[O-])c1cc(-c2ccccc2)n[nH]1
QED,Optimize the molecule Cc1ccc(C)c(C=C(C#N)C(=O)NC2CC2)c1 to have a lower QED value.,O=C(NC1CCc2c(Cl)cccc21)C(=O)NN1CCOCC1
LogP,Please optimize the molecule CC(=CC1CC(C)=CC(=O)O1)CCCC(CO)C1=CC(=O)C(C)(C)O1 to have a higher LogP value.,CC1CSCC1CC[NH3+]
MR,Modify the molecule O=C(NC(Cc1ccc(-c2ccccc2)cc1)CC(CO)C(=O)[O-])c1cc(-c2ccccc2Cl)n[nH]1 to have a lower MR value.,O=C(NC(Cc1ccc(-c2ccccc2)cc1)CC(CO)C(=O)[O-])c1cc(-c2ccccc2)n[nH]1
QED,Modify the molecule O=C(Nc1cccc(N2CCOCC2)c1)C(=O)NC1CCc2c(Cl)cccc21 to increase its QED value.,COc1cc(C#N)ccc1C(=O)N(C)C(C)(C)C(=O)[O-]
LogP,Please optimize the molecule CC1CSCCN1C(=O)C(C)(C)[NH3+] to have a higher LogP value.,COc1cc(CC(C)c2ccc(C(F)(F)F)cc2)cc(OC)c1
MR,Please optimize the molecule CNC(=O)c1cccc(NC(=O)C(C)[NH+]2CCC(C(=O)NCCC(=O)Nc3cc(NC(=O)c4cccc(F)c4)ccc3F)CC2)c1C to have a higher MR value.,CC(=O)c1cccc(C(=O)Nc2ccc(F)c(NC(=O)CCNC(=O)C3CC[NH+](C(C)C(=O)Nc4cccc(C(=O)NC)c4C)CC3)c2)c1
QED,Please modify the molecule COc1cc(Cl)ccc1C(=O)N(C)C(C)(C)C(=O)[O-] to decrease its QED value.,COc1cc(C#N)ccc1C(=O)N(C)C(C)(C)C(=O)[O-]
LogP,Modify the molecule COc1cc(CCC(=O)N(C)Cc2ccc(C(F)(F)F)cc2)cc(OC)c1 to have a higher LogP value.,COc1cc(CC(C)c2ccc(C(F)(F)F)cc2)cc(OC)c1
MR,Optimize the molecule COc1ccc(C=C2Oc3c(C[NH+]4CCN(Cc5ccc6c(c5)OCO6)CC4)c(O)cc(C)c3C2=O)c(OC)c1 to have a higher MR value.,Cc1cc(NC2CCOc3ccccc32)c(-c2ccccc2)cc1C
QED,Modify the molecule CCN(CC)C(=O)COc1cc(OC)ccc1CC(C)[NH3+] to have a lower QED value.,CC[NH2+]CC(CC)C(C)(C)C
LogP,Please modify the molecule O=C(CN1CCCN(Cc2cccc(Cl)c2)S1(=O)=O)NC1CCCCC1 to decrease its LogP value.,O=C(CN1CCCN(Cc2cccc(C(=O)[OH])c2)S1(=O)=O)NC1CCCCC1
MR,Please modify the molecule Cc1ccc(NC2CCOc3ccccc32)cc1C to increase its MR value.,Cc1cc(NC2CCOc3ccccc32)c(-c2ccccc2)cc1C
QED,Please optimize the molecule CC[NH2+]CC(Cc1cccc(C)c1)C(C)(C)C to have a lower QED value.,CC[NH2+]CC(CC)C(C)(C)C
LogP,Modify the molecule Cc1ccc(-c2cc(C(C)C[NH3+])cs2)cc1 to have a lower LogP value.,CC1CCN(S(=O)(=O)c2ccc(OCC(=O)Nc3ccc(C4(C(=O)[OH])CC4)cc3)cc2)CC1
MR,Modify the molecule O=C(NCCS(=O)Cc1ccccc1)C1CCC[NH2+]1 to have a lower MR value.,O=S(Cc1ccccc1)CC1CCC[NH2+]1
QED,Modify the molecule CC(C)Oc1ccc(Nc2nc(NC3CCCCC3NC(=O)[O-])c(F)cc2C#N)cc1 to increase its QED value.,CCN(C(=O)COC(=O)COc1ccc(Cl)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
LogP,Optimize the molecule CC1CCN(S(=O)(=O)c2ccc(OCC(=O)Nc3ccc(C4(C#N)CC4)cc3)cc2)CC1 to have a lower LogP value.,CC1CCN(S(=O)(=O)c2ccc(OCC(=O)Nc3ccc(C4(C(=O)[OH])CC4)cc3)cc2)CC1
MR,Please modify the molecule CCOC(=O)C(CCOc1c(F)cccc1F)[NH2+]C1CC1 to increase its MR value.,CCOC(=O)C(CCOc1ccccc1F)[NH2+]C1CC1
QED,Optimize the molecule CCN(C(=O)COC(=O)COc1ccc(Cl)cc1Cl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O to have a higher QED value.,CCN(C(=O)COC(=O)COc1ccc(Cl)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
LogP,Please modify the molecule O=C(CNCC(F)(F)F)NC1CCOC1 to decrease its LogP value.,N#CC(F)(F)CNCC(=O)NC1CCOC1
MR,Please optimize the molecule C[NH+](C)CCCCNC(=O)Nc1cc(F)ccc1C(=O)[O-] to have a higher MR value.,C[NH+](C)CCCCNC(=O)Nc1ccccc1C(=O)[O-]
QED,Please modify the molecule O=c1[nH][nH]cc1C=Nc1cc(Cl)cc(Cl)c1 to decrease its QED value.,O=c1[nH][nH]cc1C=Nc1cc(S)cc(Cl)c1
LogP,Optimize the molecule O=C(CC[NH+]1CCCC(O)C1)Nc1cccc2ccccc12 to have a higher LogP value.,OC1CCC[NH+](Cc2cccc3ccccc23)C1
MR,Please optimize the molecule CC(=O)CCCC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3C=CCC3)c2)CC1 to have a higher MR value.,CC(=O)CCCC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(N3C=CCC3)c2)CC1
QED,Please optimize the molecule CC(C)Nc1cc(N2C3CCC2COC3)nc(-c2ccc(NC(=O)Nc3ccc(OCC[NH+](C)C)cc3)cc2)n1 to have a higher QED value.,CC(C)c1cc(N2C3CCC2COC3)nc(-c2ccc(NC(=O)Nc3ccc(OCC[NH+](C)C)cc3)cc2)n1
LogP,Please modify the molecule COC(=O)Cc1ccc(C(C)(F)F)cc1 to decrease its LogP value.,COC(=O)Cc1ccc(C(C)(O)F)cc1
MR,Modify the molecule O=C(C[NH+]1CC2C[NH2+]CC2C1)Nc1cccnc1Cl to increase its MR value.,O=C(C[NH+]1CC2C[NH2+]CC2C1)Nc1cccnc1S
QED,Please optimize the molecule CC(C)Cn1ncc(NC2CCCC2)c(Br)c1=O to have a lower QED value.,CC(C)Cn1ncc(NC2CCCC2)cc1=O
LogP,Optimize the molecule CCCCCCNC(=O)c1cc(NN=Cc2ccncc2)nc2ccccc12 to have a lower LogP value.,CCCCCCc12ccccc1nc(NN=Cc1ccncc1)c-2
MR,Please modify the molecule CCCCCCc1ccc(-c2cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c3ccccc3Cl)cc2OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1 to decrease its MR value.,CCCCCCc1ccc(-c2cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)cc2OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1
QED,Please optimize the molecule O=C([O-])c1ccccc1Cn1ccnc1-c1cccc(Cl)c1 to have a higher QED value.,O=C([O-])Cn1ccnc1-c1cccc(Cl)c1
LogP,Optimize the molecule O=C(NNCc1c(F)cccc1F)C1(Cc2ccccc2)N=C(c2ccc(OCCCO)cc2)OC1c1ccccc1 to have a lower LogP value.,O=C(NNCc1c(F)cccc1F)C1(Cc2cccc(O)c2)N=C(c2ccc(OCCCO)cc2)OC1c1ccccc1
MR,Please modify the molecule C[NH+]=C(NCCc1nc(-c2ccco2)n[nH]1)NCc1ccc(COCC(F)(F)F)cc1 to increase its MR value.,C[NH+]=C(NCCc1nc(-c2ccco2)n[nH]1)NCc1ccc(COCC(O)(F)F)cc1
QED,Modify the molecule CCc1cccc(CC)c1N(OC)C(=O)CO to have a lower QED value.,CCc1cccc(CC)c1N(OC)C(=O)CNO
LogP,Optimize the molecule CCc1ccc(S(=O)(=O)NCc2ccnn2C)cc1CO to have a higher LogP value.,CCc1ccc(S(=O)(=O)NCc2ccnn2C)cc1C
MR,Modify the molecule COc1ccc2ncc(F)c(CCCC3CC[NH+](CC#Cc4cc(F)cc(F)c4)CC3C(=O)[O-])c2c1 to increase its MR value.,COc1ccc2ncc(F)c(CCCC3(c4ccccc4)CC[NH+](CC#Cc4cc(F)cc(F)c4)CC3C(=O)[O-])c2c1
QED,Please modify the molecule COc1ccccc1NS(=O)(=O)c1cc(C(=O)NCCCOc2ccccc2)ccc1Cl to decrease its QED value.,COc1ccccc1NS(=O)(=O)c1cc(C(=O)NCCCOc2ccccc2)ccc1O
LogP,Modify the molecule N#CC(=Cc1ccccc1C(=O)[O-])S(=O)(=O)c1ccc(F)cc1 to decrease its LogP value.,CCOc1ccc(S(=O)(=O)N2CCCC(NC(=O)c3ccc(O)o3)C2)cc1
MR,Please modify the molecule C=CCn1c(SCC2CCCO2)nc2sc(-c3ccccc3)cc2c1=O to decrease its MR value.,C=CCn1c(SCC2CCCO2)nc2sccc2c1=O
QED,Please optimize the molecule CC(C)c1nc(-c2ccccc2Cc2ccccc2)cc(-c2ccc(F)cc2)c1C=CP([O-])(O)=CC(=O)CC(=O)[O-] to have a higher QED value.,c1cc(-c2ccc3c(c2)oc2c3ccc3c4ccccc4oc32)cc(-c2c3ccccc3cc3ccccc23)c1
LogP,Modify the molecule CCOc1ccc(S(=O)(=O)N2CCCC(NC(=O)c3ccc(Br)o3)C2)cc1 to decrease its LogP value.,CCOc1ccc(S(=O)(=O)N2CCCC(NC(=O)c3ccc(O)o3)C2)cc1
MR,Modify the molecule CCCOc1ccc2c(c1)C(c1ccccc1)=NC(O)C2 to have a lower MR value.,CCCOc1ccc2c(c1)C=NC(O)C2
QED,Please modify the molecule c1ccc(-c2c3ccccc3c(-c3cccc(-c4ccc5c(c4)oc4c5ccc5c6ccccc6oc54)c3)c3ccccc23)cc1 to increase its QED value.,c1cc(-c2ccc3c(c2)oc2c3ccc3c4ccccc4oc32)cc(-c2c3ccccc3cc3ccccc23)c1
LogP,Modify the molecule O=C(Cc1ccc(Cl)cc1)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CC[NH+](CC1CC1)C2C5 to have a lower LogP value.,O=C(CCl)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CC[NH+](CC1CC1)C2C5
MR,Please optimize the molecule CCCNC(=O)C(C)Nc1ncc(Br)cc1Cl to have a higher MR value.,CCCNC(=O)C(C)(Nc1ncc(Br)cc1Cl)c1ccccc1
QED,Modify the molecule CC(C)(C)c1oc(C(N)=O)cc1C[NH+]1CCC(Nc2ncccn2)C(O)C1 to decrease its QED value.,CC(C)(C)c1oc(C(N)=O)cc1C[NH+]1CCC(Nc2ncccn2)C(S)C1
LogP,Please optimize the molecule O=C([O-])Cc1ccc2scc(Br)c2c1CO to have a lower LogP value.,CC(CC(=O)[OH])CC(C(=O)OC(C)C)C(=O)OC(C)C
MR,Please modify the molecule CCCCCCCc1ccc(C2CCC(CCCCC)OC2)cc1 to increase its MR value.,CCCCCCCc1ccc(C2CCC(CCCC(C)O)OC2)cc1
QED,Please modify the molecule C=CCNC(=O)C(C)Nc1ccc(C)cc1C to decrease its QED value.,CCC(C)C(NC(=O)Cc1ccccc1O)C(=O)NC1(C(=O)NC(C(=O)NCC(CC)P(=O)([O-])[O-])C(C)CC)CCc2[nH]c3c(C(F)(F)F)cccc3c2C1
LogP,Modify the molecule CC(CO)CC(C(=O)OC(C)C)C(=O)OC(C)C to have a higher LogP value.,CC(CC(=O)[OH])CC(C(=O)OC(C)C)C(=O)OC(C)C
MR,Please optimize the molecule O=C(C1CC(=O)N(c2ccc3c(c2)OCCO3)C1)N1CCOCC2(CCC2)C1 to have a lower MR value.,O=C1C2CC3(CCC3)COCC2CN1c1ccc2c(c1)OCCO2
QED,Please optimize the molecule CCC(C)C(NC(=O)Cc1ccccc1F)C(=O)NC1(C(=O)NC(C(=O)NCC(CC)P(=O)([O-])[O-])C(C)CC)CCc2[nH]c3c(C(F)(F)F)cccc3c2C1 to have a higher QED value.,CCC(C)C(NC(=O)Cc1ccccc1O)C(=O)NC1(C(=O)NC(C(=O)NCC(CC)P(=O)([O-])[O-])C(C)CC)CCc2[nH]c3c(C(F)(F)F)cccc3c2C1
LogP,Please modify the molecule CC(C)c1ccccc1Oc1cccnc1C(N)=[NH2+] to decrease its LogP value.,Cc1cc(C(=O)Nc2ccccc2S)ccc1NC(=O)C[NH+]1CCC(C(=O)Nc2c(C)cccc2C(=O)Nc2ccc(F)c(F)c2)CC1
MR,Please optimize the molecule Cc1cc([N+](=O)[O-])ccc1N1CCC(CCO)C1 to have a higher MR value.,Cc1cc([SH]=O)ccc1N1CCC(CCO)C1
QED,Please optimize the molecule CCC(=O)N1CCC(NC(NCCCC[NH+]2CCOCC2)=[NH+]C)C1 to have a higher QED value.,Cc1ccc(C[NH2+]C(C)c2ccc(O)cc2)o1
LogP,Please optimize the molecule Cc1cc(C(=O)Nc2ccccc2F)ccc1NC(=O)C[NH+]1CCC(C(=O)Nc2c(C)cccc2C(=O)Nc2ccc(F)c(F)c2)CC1 to have a higher LogP value.,COc1cccc(NC(=O)CSc2ccccc2C(=O)OCCOc2ccccc2C(=O)[OH])c1
MR,Please modify the molecule O=C(SCC1OC(O)C(SC(=O)c2ccccc2)C(SC(=O)c2ccccc2)C1SC(=O)c1ccccc1)c1ccccc1 to decrease its MR value.,O=C(SCC1OCC(SC(=O)c2ccccc2)C(SC(=O)c2ccccc2)C1SC(=O)c1ccccc1)c1ccccc1
QED,Optimize the molecule Cc1ccc(C[NH2+]C(C)c2ccc(O)cc2F)o1 to have a lower QED value.,CC[NH2+]CC(C)(C)COCc1ccccc1O
LogP,Optimize the molecule COc1cccc(NC(=O)CSc2ccccc2C(=O)OCCOc2ccccc2Cl)c1 to have a lower LogP value.,CC(Cc1ccco1)[NH2+]c1c(Cl)cccc1Cl
MR,Modify the molecule CC=C(C=CCC(F)F)Cc1ncccc1-c1cccc2ccnn12 to increase its MR value.,CC=C(C=CCC(F)NO)Cc1ncccc1-c1cccc2ccnn12
QED,Modify the molecule CC[NH2+]CC(C)(C)COCc1ccccc1Cl to have a lower QED value.,CC[NH2+]CC(C)(C)COCc1ccccc1O
