SubTask,Instruction,molecule
FunctionalGroup,There is a molecule with and 1 hydroxyl group.,CC([NH3+])(CO)CN1CCC(N2CCOCC2)C1
AddComponent,Add a benzene ring to the molecule Cc1cccc(C(=O)Nc2ccc(F)c(NC(=O)C(C)NC(=O)C3CC[NH+](C(C)C(=O)Nc4cccc(C(=O)N5CCCCC5)c4C)CC3)c2)c1.,Cc1cccc(C(=O)Nc2ccc(F)c(NC(=O)C(C)(NC(=O)C3CC[NH+](C(C)C(=O)Nc4cccc(C(=O)N5CCCCC5)c4C)CC3)c3ccccc3)c2)c1
SubComponent,Substitute a halo in the molecule N#Cc1cc(F)cc(Oc2ccc(S(=N)(=O)C(F)(F)F)c3c2CCC3O)c1 with a nitro.,N#Cc1cc(NO)cc(Oc2ccc(S(=N)(=O)C(F)(F)F)c3c2CCC3O)c1
DelComponent,Remove a halo from the molecule CCCOC1CCCN(c2cccc(F)c2C=O)C1.,CCCOC1CCCN(c2ccccc2C=O)C1
LogP,Optimize the molecule CC(NC(=O)C1C=CC2=C([NH2+]1)N(C(=O)Nc1nccs1)C1CC[NH+]2C1)C(F)(F)F to have a lower LogP value.,CC(NC(=O)C1C=CC2=C([NH2+]1)N(C(=O)Nc1nccs1)C1CC[NH+]2C1)C(O)(F)F
MR,Please optimize the molecule CCC(C(=O)NC)N(Cc1ccc(C)cc1)C(=O)CSc1ccc(Cl)cc1 to have a higher MR value.,CCC(C(=O)NC)N(Cc1ccc(C)cc1)C(=O)CSc1ccc(S)cc1
QED,Please optimize the molecule Cc1cc2c(NC(C)CC[NH+]3CCN(C)CC3)nccc2o1 to have a higher QED value.,Cc1cc2c(C(C)CC[NH+]3CCN(C)CC3)nccc2o1
AtomNum,"Please generate a molecule with 11 carbon atoms, 5 oxygen atoms, and 5 nitrogen atoms.",COC(=O)CC(NC(=O)NCCCc1ncn[nH]1)C(=O)[O-]
BondNum,"Please generate a molecule composed of 9 single bonds, 2 double bonds, 8 rotatable bonds, and 22 aromatic bonds.",O=S(=O)(NCCNc1ncnc2c1cnn2Cc1ccccc1)c1ccc(Br)cc1
FunctionalGroup,"There is a molecule with 1 benzene ring group, 1 aldehyde group, 1 halo group, and 1 sulfide group.",O=Cc1cscc1-c1cccc(Cl)c1
AddComponent,Please add a benzene ring to the molecule C=C(C)COc1ccc(NC(=O)c2ccccc2Nc2ccccc2)cc1.,C=C(C)COc1ccc(NC(=O)c2ccccc2Nc2cccc(-c3ccccc3)c2)cc1
SubComponent,Substitute a CC(C)NC(=O)C1CCN(C(=O)c2ccc([N-]S(=O)(=O)c3ccc(F)cc3)cc2)CC1 in the molecule halo with a hydroxyl.,CC(C)NC(=O)C1CCN(C(=O)c2ccc([N-]S(=O)(=O)c3ccc(O)cc3)cc2)CC1
DelComponent,Modify the molecule benzene ring by removing a COCCOc1ccc(NC(=O)NCC(O)c2ccc(F)cc2)cc1Cl.,COCCOc1ccc(NC(=O)NCC(O)F)cc1Cl
LogP,Please optimize the molecule COc1ccccc1C(C)NC(=O)N1CCS(=O)(=O)C2CCCCC21 to have a lower LogP value.,COC(C)NC(=O)N1CCS(=O)(=O)C2CCCCC21
MR,Optimize the molecule O=C(N1CCN(c2ccccc2)CC1)C1(c2ccccc2)CCN(S(=O)(=O)c2cccc(F)c2)CC1 to have a lower MR value.,O=C(N1CCNCC1)C1(c2ccccc2)CCN(S(=O)(=O)c2cccc(F)c2)CC1
QED,Modify the molecule COc1ccc(C(=O)C2CC3CCC2O3)c(F)c1 to decrease its QED value.,COc1ccc(C(=O)C2CC3CCC2O3)cc1
AtomNum,"Please generate a molecule with 25 carbon atoms, 4 oxygen atoms, 2 nitrogen atoms, and 1 chlorine atom.",COc1ccc(C=CC(=O)Nc2cccc(OCc3ccncc3)c2Cl)cc1CC(C)=O
BondNum,"There is a molecule composed of 16 single bonds, 3 double bonds, 5 rotatable bonds, and 6 aromatic bonds.",CCN(C1CCN(C(=O)C([NH3+])c2ccc(C)cc2)CC1)S(C)(=O)=O
FunctionalGroup,"Please generate a molecule consisting 1 benzene ring group, and 1 amine group.",CC1CCCC(c2ccccc2N)C1
AddComponent,Please add a benzene ring to the molecule CC=CCC(=O)N1CCc2c(c(C(=O)[O-])nn2CCCc2ccccc2)C1.,O=C([O-])c1nn(CCCc2ccccc2)c2c1CN(C(=O)CC=CCc1ccccc1)CC2
SubComponent,Modify the molecule halo by substituting a CN(c1ccc(Br)cc1F)S(=O)(=O)c1cc2c(c(C(=O)[O-])c1)OCCO2 with a thiol.,CN(c1ccc(S)cc1F)S(=O)(=O)c1cc2c(c(C(=O)[O-])c1)OCCO2
DelComponent,Remove a amine from the molecule COC(=O)C(C)(C)Nc1ccc2ccccc2c1.,COC(=O)C(C)(C)c1ccc2ccccc2c1
LogP,Please optimize the molecule C[NH+]=C(NCC1CC[NH+](Cc2csc(C)n2)CC1)N1CCN(c2cnn(C)c2)C(=O)C1 to have a higher LogP value.,C[NH+]=C(NCC1CC[NH+](Cc2csc(C)n2)CC1)N1CC1c1cnn(C)c1
MR,Modify the molecule O=c1ccnc(Nc2ccc[nH]c2=S)[nH]1 to decrease its MR value.,O=c1ccnc(-c2ccc[nH]c2=S)[nH]1
QED,Please optimize the molecule C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CCCC1=O)C(C)(C)C)C1(C)CCCCC1)C2(C)C to have a lower QED value.,C=CCNC(=O)C(=O)C(CC=O)(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CCCC1=O)C(C)(C)C)C1(C)CCCCC1)C2(C)C
AtomNum,"The molecule has 35 carbon atoms, 6 oxygen atoms, 6 nitrogen atoms, and 2 fluorine atoms.",COc1cc(NC(=O)CCNC(=O)C2CC[NH+](C(C)C(=O)Nc3cc(C(=O)Nc4cc(F)ccc4F)ccc3C)CC2)ccc1NC(C)=O
BondNum,"Please generate a molecule consisting 4 single bonds, 1 rotatable bond, and 10 aromatic bonds.",Nc1ccc([S-])c2sc(CO)cc12
FunctionalGroup,"Please generate a molecule composed of 2 benzene ring groups, 1 ester group, 2 amine groups, and 2 halo groups.",Cc1cc(F)ccc1Nc1ccc2c(c1)Oc1cc(Nc3ccc(F)cc3C)ccc1C21OC(=O)c2ccccc21
AddComponent,Add a benzene ring to the molecule CCOc1ccc(-n2c(C)nnc2SC(C[N+](=O)[O-])c2ccc(OCc3cccc4ccccc34)c(OCC)c2)cc1.,CCOc1ccc(-n2c(C)nnc2SC(C[N+](=O)[O-])c2ccc(OCc3cccc4ccccc34)c(OC(C)c3ccccc3)c2)cc1
SubComponent,Modify the molecule COCc1cc(N2CCC(NC(=O)Nc3ccc(F)cc3)CC2)nc(C(C)(C)C)n1 by substituting a halo with a aldehyde.,CC(=O)c1ccc(NC(=O)NC2CCN(c3cc(COC)nc(C(C)(C)C)n3)CC2)cc1
DelComponent,Please remove a hydroxyl from the molecule CC(C)(C)OC(=O)NC1CCC(O)C(Cc2ccccc2)C1.,CC(C)(C)OC(=O)NC1CCCC(Cc2ccccc2)C1
LogP,Optimize the molecule CCCOc1ccc(N2C(=O)C(O)=C(c3ccc(Cl)cc3)C2c2cccnc2)cc1 to have a lower LogP value.,CCCOc1ccc(N2C(=O)C(O)=C(c3ccc(Cl)cc3)C2c2cccnc2O)cc1
MR,Modify the molecule OC(C[NH2+]CCOCC(F)F)c1ccc2c(c1)OCO2 to increase its MR value.,FC(F)COCC[NH2+]CC(S)c1ccc2c(c1)OCO2
QED,Modify the molecule CCNC(NC1CCN(c2ccc(C)cc2)C1)=[NH+]Cc1cccnc1OC to increase its QED value.,CCC(NC1CCN(c2ccc(C)cc2)C1)=[NH+]Cc1cccnc1OC
AtomNum,"There is a molecule with 17 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 2 sulfur atoms.",COc1ccccc1NC(=O)CSc1nccc(-c2cccs2)n1
BondNum,"The molecule is composed of 16 single bonds, 3 double bonds, 9 rotatable bonds, and 12 aromatic bonds.",COc1ccc(S(=O)(=O)NC2CC2)cc1NC(=O)c1cccc(OCC(C)C)c1
FunctionalGroup,"There is a molecule consisting of 1 benzene ring group, and 1 amide group.",O=C(Cn1c(=O)oc2ccccc21)NC(c1ccccc1)c1ccco1
AddComponent,Modify the molecule Cc1nc(-c2cccc(C(F)(F)F)c2)sc1-c1ccnc(N)n1 by adding a benzene ring.,Cc1nc(-c2cccc(C(F)(F)F)c2)sc1-c1cc(-c2ccccc2)nc(N)n1
SubComponent,Please substitute a halo in the molecule Cc1cc(Cl)cc2sc(N(Cc3ccco3)C(=O)c3ccc([N+](=O)[O-])o3)nc12 with a carboxyl.,Cc1cc(C(=O)[OH])cc2sc(N(Cc3ccco3)C(=O)c3ccc([N+](=O)[O-])o3)nc12
DelComponent,Modify the molecule amide by removing a O=C([O-])Cn1cc(CNC(=O)C2CC2c2cccc(C(F)(F)F)c2)nn1.,CC(Cc1cn(CC(=O)[O-])nn1)c1cccc(C(F)(F)F)c1
LogP,Please optimize the molecule [C-]#[N+]c1ccc(COc2ccc3c(c2)CCN(C(=O)C(=O)OC)C3)cc1 to have a higher LogP value.,[C-]#[N+]c1ccc(C(Oc2ccc3c(c2)CCN(C(=O)C(=O)OC)C3)c2ccccc2)cc1
MR,Modify the molecule Nc1ncnn2c(C[NH+]3CCCOCC3)cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c12 to increase its MR value.,Nc1ncnn2c(C[NH+]3CCCOCC3)cc(-c3ccc(NC(=O)Nc4cccc(C(O)(F)F)c4)c(F)c3)c12
QED,Modify the molecule CCC(C[NH3+])CNc1c(C)cc(C)cc1Cl to have a lower QED value.,CC(=O)c1cc(C)cc(C)c1NCC(CC)C[NH3+]
AtomNum,"There is a molecule consisting of 23 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, 1 fluorine atom, and 1 chlorine atom.",C=C(Nc1cccc(F)c1)c1cc(C(=O)c2c(-c3ccccc3Cl)noc2C)c[nH]1
BondNum,"The molecule consists of 7 single bonds, 5 rotatable bonds, and 11 aromatic bonds.",CC[NH2+]CC(C)Oc1cnc2ccccc2c1
FunctionalGroup,"There is a molecule composed of 1 benzene ring group, 3 halo groups, and 1 sulfide group.",COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(OC[NH3+])s3)c2cc1OCCC[NH+](C)C
AddComponent,Add a amine to the molecule CCCC(=O)C1(C2CCCCC2)CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)NCCc2cn(C)cn2)CC1.,CCCC(=O)C1(C2CCCCC2)CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)NCCc2cn(CN)cn2)CC1
SubComponent,Please substitute a halo in the molecule Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)C[NH+]3CCC(C(=O)NC(C(=O)Nc4ccc(C(=O)N5CCC(C)CC5)cc4)C(C)C)CC3)c2)c(F)c1 with a hydroxyl.,Cc1ccc(NC(=O)c2ccc(C)c(NC(=O)C[NH+]3CCC(C(=O)NC(C(=O)Nc4ccc(C(=O)N5CCC(C)CC5)cc4)C(C)C)CC3)c2)c(O)c1
DelComponent,Remove a COc1ccc(OCC(=O)OCC(=O)N2CC3(C)CC2CC(C)(C)C3)cc1 from the molecule amide.,COc1ccc(OCC(=O)OC23CC(C)(C)CC(C)(C2)C3)cc1
LogP,Optimize the molecule Cc1nc2ccc(Cl)cc2cc1C(=O)NCc1ccccc1S(=O)(=O)N(C)C to have a lower LogP value.,Cc1nc2ccc(O)cc2cc1C(=O)NCc1ccccc1S(=O)(=O)N(C)C
MR,Modify the molecule CC#CC1(O)CCC2(Cc3ccccc3)c3ccc(O)cc3CCCC2C1 to increase its MR value.,CC#CC1(O)CC2CCCc3cc(O)ccc3C2(Cc2ccccc2)CC1O
QED,Modify the molecule COCCNC(=O)CCn1nc(-c2ccc(C)cc2)ccc1=O to decrease its QED value.,COCCNC(=O)CCn1nc(-c2ccc(CO)cc2)ccc1=O
AtomNum,"Please generate a molecule composed of 22 carbon atoms, 2 oxygen atoms, 2 nitrogen atoms, and 1 fluorine atom.",COCCC=NOCCC1=C(C)C(=Cc2ccncc2)c2ccc(F)cc21
BondNum,"There is a molecule with 11 single bonds, 2 double bonds, 4 rotatable bonds, and 6 aromatic bonds.",[NH3+]C(CC(=O)Nc1ccc2c(c1)CCC2)C(=O)[O-]
FunctionalGroup,"The molecule consists of 1 benzene ring group, 1 aldehyde group, 1 ester group, and 1 amide group.",C=C(C)C1CCC2(C(=O)NCCc3ccc(C=O)cc3)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)[O-])C(C)(C)C5CCC43C)C12
AddComponent,Add a nitrile to the molecule CCOC(=O)CN(C(=O)c1ccccc1)c1ccc(N=C(c2ccccc2)c2c(O)[nH]c3ccccc23)cc1.,CCOC(=O)CN(C(=O)c1ccc(C#N)cc1)c1ccc(N=C(c2ccccc2)c2c(O)[nH]c3ccccc23)cc1
SubComponent,Please substitute a halo in the molecule O=[N+]([O-])c1cnc(OCC2CC2)c(Br)c1 with a nitro.,ONc1cc([N+](=O)[O-])cnc1OCC1CC1
DelComponent,Please remove a halo from the molecule [NH3+]C=C(C(=O)[O-])c1nccc(-c2cccc(-c3ccccc3F)c2)n1.,[NH3+]C=C(C(=O)[O-])c1nccc(-c2cccc(-c3ccccc3)c2)n1
LogP,Modify the molecule O=C([O-])c1occc1C1(Cc2ccn(CCCOc3ccc(C4CCCC4)cc3)c(=O)c2)CCCO1 to have a lower LogP value.,O=C([O-])c1occc1C1(Cc2ccn(CCCOC3CCCC3)c(=O)c2)CCCO1
MR,Please optimize the molecule CCOc1ccc(S(=O)(=O)N(CC(=O)NC(C)c2ccc(C)cc2C)c2ccc(F)cc2)cc1 to have a higher MR value.,CCOc1ccc(S(=O)(=O)N(CC(=O)NC(C)c2ccc(C)cc2C)c2ccc(S)cc2)cc1
QED,Modify the molecule Cc1cc(-n2ccc(N3CCNC3=O)n2)c2c(n1)N(c1ccc(OC(F)(F)F)cc1C)CC2 to have a lower QED value.,Cc1cc(-n2ccc(N3CCNC3=O)n2)c2c(n1)N(c1ccc(OC(F)(F)NO)cc1C)CC2
AtomNum,"There is a molecule consisting of 14 carbon atoms, 2 nitrogen atoms, 1 fluorine atom, 2 chlorine atoms, and 1 bromine atom.",NNC(Cc1cc(Cl)ccc1F)c1cccc(Br)c1Cl
BondNum,"There is a molecule composed of 11 single bonds, 2 double bonds, 3 rotatable bonds, and 6 aromatic bonds.",CCN1CC(=O)N(Cc2ccnc(N)c2)CC1=O
FunctionalGroup,There is a molecule composed of and 1 benzene ring group.,CN(C)c1ccc(C=CC23OC=CN2c2ccc4ccccc4c2C3(C)C)cc1
AddComponent,Please add a hydroxyl to the molecule CCCCCCCCCCCC(CC(=O)[O-])P(=O)([O-])[O-].,CCCCCCC(O)CCCCC(CC(=O)[O-])P(=O)([O-])[O-]
SubComponent,Modify the molecule hydroxyl by substituting a O=C(NC1CCOCC1O)c1cc(Cc2ccc(Cl)cc2)c2cccc(F)c2n1 with a aldehyde.,CC(=O)C1COCCC1NC(=O)c1cc(Cc2ccc(Cl)cc2)c2cccc(F)c2n1
DelComponent,Remove a amide from the molecule CC(=O)NC1C(O)CC(OC2C(O)C(CO)OC(OC3C(NC(C)=O)C(OC4C(O)C(CO)OC(OC5C(NC(C)=O)C(O)OC(CO)C5OC5OC(C)C(O)C(O)C5O)C4O)OC(CO)C3OC3OC(C)C(O)C(O)C3O)C2O)(C(=O)[O-])OC1C(O)C(O)CO.,CC(=O)NC1C(O)CC(OC2C(O)C(CO)OC(OC3CC(OC4C(O)C(CO)OC(OC5C(NC(C)=O)C(O)OC(CO)C5OC5OC(C)C(O)C(O)C5O)C4O)OC(CO)C3OC3OC(C)C(O)C(O)C3O)C2O)(C(=O)[O-])OC1C(O)C(O)CO
LogP,Modify the molecule CC([NH2+]CCC1CCCO1)c1cccc(CO)c1 to have a lower LogP value.,CC(CO)[NH2+]CCC1CCCO1
MR,Optimize the molecule COc1ccc(CC(=O)NCCCC(=O)Cl)cc1OC to have a higher MR value.,CC(=O)C(=O)CCCNC(=O)Cc1ccc(OC)c(OC)c1
QED,Modify the molecule COc1cccc(CCC(=O)Nc2cccc(C(=O)c3ccccc3)c2)c1OC to have a higher QED value.,COc1cccc(CCC(=O)Nc2cccc(C=O)c2)c1OC
AtomNum,"The molecule consists of 16 carbon atoms, 3 oxygen atoms, 3 nitrogen atoms, and 1 chlorine atom.",COc1ccc(Cl)c(Nc2nc[nH]c3cc(OC)cc(=O)c2-3)c1
BondNum,"There is a molecule consisting of 8 single bonds, 2 double bonds, 5 rotatable bonds, and 10 aromatic bonds.",COc1ccc2c(c1)[nH]c(=S)n2C(C)CCS(C)=O
FunctionalGroup,"Please generate a molecule with 1 ketone group, and 1 amide group.",CCC(=O)CCCCCC(NC(=O)C12CC[NH+](CC1)CC2)c1[nH]c(-c2cc(OC)c3ccccc3n2)c[nH+]1
AddComponent,Modify the molecule COC(C)(C)c1nc(C)c(CC[NH2+]C2CC2)c(C)n1 by adding a hydroxyl.,COC(C)(CO)c1nc(C)c(CC[NH2+]C2CC2)c(C)n1
SubComponent,Please substitute a Cc1c(NC(=S)Nc2cccc(F)c2)cnn1C in the molecule halo with a thiol.,Cc1c(NC(=S)Nc2cccc(S)c2)cnn1C
DelComponent,Modify the molecule COC(=O)c1cccc(NC(=O)c2ccc(Br)c(F)c2)c1C by removing a halo.,COC(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1C
LogP,Modify the molecule CC(C)CCCC1(O)CCC(C)(C)C1 to have a higher LogP value.,CC(C)CCCC1CCC(C)(C)C1
MR,Optimize the molecule CC(CCCc1ccccc1)C(=O)[S-] to have a higher MR value.,CC(CCCc1ccccc1)(C(=O)[S-])c1ccccc1
QED,Optimize the molecule CCCc1ccc(C(=O)Cc2cnccn2)cc1 to have a lower QED value.,CCCC(=O)Cc1cnccn1
AtomNum,"The molecule is composed of 16 carbon atoms, and 1 silicon atom.",CC1=CCC(C(C)C[SiH2]c2ccccc2)CC1
BondNum,"The molecule is composed of 14 single bonds, 2 double bonds, 6 rotatable bonds, and 12 aromatic bonds.",COP1(OC)(OC)OC(c2ccccc2)=C(C(C)=O)C1c1ccccc1
FunctionalGroup,"Please generate a molecule consisting 1 benzene ring group, 1 amide group, 4 halo groups, 1 thioether group, and 1 sulfide group.",Cn1c(Cn2cc(C(F)(F)F)ccc2=O)nnc1SCC(=O)Nc1ccc(Cl)cc1
AddComponent,Add a hydroxyl to the molecule CC(C)(C)CC(=O)Nc1c(-c2ccccc2)nc2ccccn12.,CC(C)(C)C(O)C(=O)Nc1c(-c2ccccc2)nc2ccccn12
SubComponent,Please substitute a nitrile in the molecule Cc1ccc(-c2csc3ncnc(OCc4ccc(C#N)cc4)c23)cc1 with a aldehyde.,CC(=O)c1ccc(COc2ncnc3scc(-c4ccc(C)cc4)c23)cc1
DelComponent,Please remove a CC(C)[NH+](CC1CC1)C1CCc2ccccc2NC1 from the molecule amine.,CC(C)[NH+](CC1CC1)C1CCc2ccccc2C1
LogP,Modify the molecule Cc1noc(CC[NH2+]CC(=O)NC(C)C(C)C)n1 to decrease its LogP value.,Cc1noc(CC[NH2+]CC(=O)NC(C)C(C)CO)n1
MR,Modify the molecule COc1ccc2nc(CN3CC[NH+](CC(=O)Nc4cccc5ccccc45)CC3)[nH]c2c1 to decrease its MR value.,COc1ccc2nc(CN3CC[NH+](c4cccc5ccccc45)CC3)[nH]c2c1
QED,Modify the molecule [NH3+]C(c1ccc(C(F)(F)F)cc1)c1ccc(F)cc1I to increase its QED value.,N#CC(F)(F)c1ccc(C([NH3+])c2ccc(F)cc2I)cc1
AtomNum,"There is a molecule with 17 carbon atoms, 2 oxygen atoms, and 4 nitrogen atoms.",CCn1c(O)c(N=NC(=O)c2ccccc2N)c2ccccc21
BondNum,"The molecule contains 9 single bonds, 3 rotatable bonds, and 12 aromatic bonds.",Cc1cc(C[NH2+]C2Cc3ccccc3C2)ccc1Br
FunctionalGroup,"The molecule has 2 benzene ring groups, 1 amide group, and 2 amine groups.",COc1ccc(NC(NC(=O)c2ccc(C[NH+]3CCCCC3)cc2)=[NH+]Cc2ccncc2)cc1OC
AddComponent,Add a benzene ring to the molecule Cc1ccoc1C[NH2+]CCCS(C)(=O)=O.,Cc1ccoc1C[NH2+]CCC(c1ccccc1)S(C)(=O)=O
SubComponent,Please substitute a CCCCC1CCC(C(=O)Nc2ccc(F)c(N)c2)CC1 in the molecule halo with a carboxyl.,CCCCC1CCC(C(=O)Nc2ccc(C(=O)[OH])c(N)c2)CC1
DelComponent,Remove a CCO[Si](Cl)(Cl)CCCC#N from the molecule nitrile.,CCC[Si](Cl)(Cl)OCC
LogP,Please optimize the molecule N=c1c2c(ncn1N)Oc1cc(F)cc(F)c1C2c1cccc(N)c1 to have a lower LogP value.,N=c1c2c(ncn1N)Oc1cc(F)cc(F)c1C2N
MR,Optimize the molecule Cc1occc1C(O)c1ccc2c(c1)OCC(C)CO2 to have a higher MR value.,Cc1occc1C(NO)c1ccc2c(c1)OCC(C)CO2
QED,Optimize the molecule CCc1nc(Br)[nH]c1C[NH3+] to have a lower QED value.,CCc1nc(C(=O)[OH])[nH]c1C[NH3+]
AtomNum,"The molecule has 16 carbon atoms, 1 oxygen atom, and 4 nitrogen atoms.",C=CCNC(=O)N1CC=C(c2c[nH]c3cccnc23)CC1
BondNum,"Please generate a molecule composed of 18 single bonds, 2 double bonds, 7 rotatable bonds, and 18 aromatic bonds.",COc1ccc(OC)c(C2=C(O)C(=O)N(c3cc(OC)c(Cl)cc3OC)C2c2ccc(C)cc2)c1
FunctionalGroup,"The molecule has 4 hydroxyl groups, and 1 aldehyde group.",NC(=O)OCC(O)C(O)C(O)C(O)C=O
AddComponent,Please add a amine to the molecule CS(=O)(=O)Nc1cccc(CNCl)c1.,CS(=O)(=O)Nc1cccc(CNCl)c1N
SubComponent,Please substitute a C[NH2+]CC(O)c1cc(C)c2c(ccn2C)c1 in the molecule hydroxyl with a nitrile.,C[NH2+]CC(C#N)c1cc(C)c2c(ccn2C)c1
DelComponent,Please remove a benzene ring from the molecule Cc1cc(C)c(S(=O)(=O)[O-])c(C=Cc2ccccc2)c1.,C=Cc1cc(C)cc(C)c1S(=O)(=O)[O-]
LogP,Please modify the molecule Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccc(F)c(F)c2)c(C)c1 to decrease its LogP value.,Cc1cc(C)c(NC(=O)CN(C)S(=O)(=O)c2ccc(NO)c(F)c2)c(C)c1
MR,Modify the molecule CC(C)c1cc(NC(=O)c2cn(Cc3ccccc3)nc2-c2ccccc2)n[nH]1 to have a lower MR value.,CC(C)c1cc(NC(=O)c2cnn(Cc3ccccc3)c2)n[nH]1
QED,Modify the molecule CC1=C(Cl)C(=NC(=O)c2ccc(C)cc2)C(Cl)=C(C)C1=O to have a higher QED value.,CC(=O)C1=C(C)C(=O)C(C)=C(Cl)C1=NC(=O)c1ccc(C)cc1
AtomNum,"There is a molecule consisting of 8 carbon atoms, 5 oxygen atoms, 1 nitrogen atom, and 2 sulfur atoms.",NC(=O)CCS(=O)(=O)CCSCC(O)CO
BondNum,"There is a molecule consisting of 11 single bonds, 1 double bond, 3 rotatable bonds, and 11 aromatic bonds.",Cn1c[n+](CC(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1Cl
FunctionalGroup,"The molecule consists of 1 benzene ring group, and 2 halo groups.",CC1COCCN1c1nc(-c2cc(Cl)cc(Cl)c2)no1
AddComponent,Modify the molecule CC(C)(C)C([NH3+])C(=O)Nc1ccc2c(c1)OCO2 by adding a amine.,CC(C)(C)C([NH3+])C(=O)Nc1ccc2c(c1)OC(N)O2
SubComponent,Substitute a halo in the molecule CC(C)c1ccc(C(=O)N2CCCCC2)cc1F with a carboxyl.,CC(C)c1ccc(C(=O)N2CCCCC2)cc1C(=O)[OH]
DelComponent,Please remove a halo from the molecule CON(C)C(=O)c1nc(Br)n2ccccc12.,CON(C)C(=O)c1ncn2ccccc12
LogP,Optimize the molecule CCS(=O)c1ccc(Cl)cc1Nn1c(=O)[nH]c2c(Cl)c(CN3CC[NH2+]CC3)c(C(F)(F)F)cc2c1=O to have a higher LogP value.,CCS(=O)c1ccc(Cl)cc1-n1c(=O)[nH]c2c(Cl)c(CN3CC[NH2+]CC3)c(C(F)(F)F)cc2c1=O
MR,Modify the molecule Cc1c(N)cc(OC(F)(F)F)cc1Br to have a lower MR value.,Cc1c(N)cc(OC(F)F)cc1Br
QED,Modify the molecule COCCS(=O)(=O)c1ccc(C(=O)N(C)c2ccc(Br)c(C)c2)cc1 to have a lower QED value.,CC(=O)c1ccc(N(C)C(=O)c2ccc(S(=O)(=O)CCOC)cc2)cc1C
AtomNum,"Please generate a molecule consisting 15 carbon atoms, 1 oxygen atom, 3 nitrogen atoms, 1 sulfur atom, and 1 fluorine atom.",CC(=O)N(Cc1cccnc1)c1nc2ccc(F)cc2s1
BondNum,"The molecule is composed of 4 single bonds, 1 triple bond, 2 rotatable bonds, and 11 aromatic bonds.",Cc1nnc(Sc2cc(C#N)ccn2)s1
FunctionalGroup,"The molecule contains 1 halo group, 1 thioether group, and 1 sulfide group.",CCC1(n2c(SCC(=O)[O-])nc3ccc(F)cc32)CCC1
AddComponent,Please add a benzene ring to the molecule CCOC(=O)[N-]S(=O)(=O)NCc1cccc(O)c1.,O=C([N-]S(=O)(=O)NCc1cccc(O)c1)OCCc1ccccc1
SubComponent,Substitute a Cc1cccc(-c2ccc(C3C(CO)[NH+]4CCCCN(S(=O)(=O)c5ccc(C(F)(F)F)nc5C)CC34)cc2)c1C in the molecule hydroxyl with a nitro.,Cc1cccc(-c2ccc(C3C(CNO)[NH+]4CCCCN(S(=O)(=O)c5ccc(C(F)(F)F)nc5C)CC34)cc2)c1C
DelComponent,Please remove a amide from the molecule CC(C)C([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCCC1C(=O)[O-].,CC(C)C([NH3+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N1C(Cc2c[nH]c3ccccc23)CCC1C(=O)[O-]
LogP,Modify the molecule O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccc(Cl)cc1 to decrease its LogP value.,O=C(COc1ccc2ccccc2c1)NNC(=O)Nc1ccc(O)cc1
MR,Modify the molecule CCCCOc1cccc(C2=C(O)C(=O)N(c3ccc4ccccc4c3)C2c2ccc(N(CC)CC)cc2)c1 to have a higher MR value.,CCCCOc1cccc(C2=C(O)C(=O)N(c3ccc4ccccc4c3)C2c2ccc(N(CC)CCO)cc2)c1
QED,Modify the molecule O=C(Nc1cccc(Cl)c1)c1ccccc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1 to have a higher QED value.,N#Cc1cccc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1
AtomNum,"The molecule contains 18 carbon atoms, 2 oxygen atoms, and 1 nitrogen atom.",COc1cc(OC)cc(C2([NH3+])CC(C)(C)CC(C)(C)C2)c1
BondNum,"There is a molecule with 19 single bonds, 1 double bond, 8 rotatable bonds, and 22 aromatic bonds.",COc1n[nH]c2[nH+]cc(-c3ccccc3)c(N3CCN(C(=O)C(C[NH2+]C(C)C)c4ccc(Cl)cc4)CC3)c12
FunctionalGroup,"There is a molecule with 1 benzene ring group, 1 ketone group, 1 amine group, 1 halo group, and 1 sulfide group.",COc1ccc(C2CC(=O)C3=C(C2)Nc2ccc(Cl)cc2S3)cc1
